flat_type,price,flat_price,address,location,location1,buildup_area,buildupArea_sqft,avg_price_sqft,avg_price_thousands,age_of_property,new_age,which_floor,furnishing,project_name,brokrage,carpet_area,bedrooms,bathrooms,balcony,parking,about_property
4 BHK Flat,15.0 Cr,15.0,"Vallabh Nagar, Juhu, Mumbai",Juhu,Santacruz West,2530 sq.ft,2530,₹59.29 K/sq.ft,59290.0,25 Year Old,25,Lowerof 15 floors,Semi Furnished,,15.0 LacsAccess Zero Brokerage Properties,15.0 Cr,4,4,No Balcony,2 Open Parking,4BHK FLAT AVAILABLE ON OUTRIGHT AT JUHU PREMISES. THE PROPERTY HAS 4 BEDROOM WITH 4 BATHROOM. AVAILABLE AT AN EXPECTED PRICE OF 15 CR. THE PROPERTY COMES WITH THE GOOD CONSTRUCTION QUALITY AT PRIME LOCATION. More About This Property Best 4 BHK Flat fRead More
4 BHK Flat,6.5 Cr,6.5,"Oberoi Enigma and Eternia, Sambhaji Nagar, Mulund West, Mumbai",Mulund West,Mulund West,2260 sq.ft,2260,₹28.76 K/sq.ft,28760.0,unknown,unknown,unknown,,Oberoi Enigma and Eternia,6.5 LacsAccess Zero Brokerage Properties,1926 sq.ft,4,5,1,3 Covered Parking,"Situated in Mulund west, Central mumbai suburbs, Enigma By Oberoi Realty is a well planned society that offers a pleasant living experience to its residents. This 4 BHK flat in Central Mumbai Suburbs is your opportunity to be a part of this communityRead More"
4 BHK Flat,4.0 Cr,4.0,"Rajesh Whitecity Phase 1 Wing A, Singh Agri Estate, Kandivali East, Mumbai",Kandivali East,Kandivali East,1900 sq.ft,1900,₹21.05 K/sq.ft,21050.0,1 Years Old,1,Middleof 40 floors,Unfurnished,Rajesh Whitecity Phase 1 Wing A,4.0 LacsAccess Zero Brokerage Properties,1359 sq.ft,4,3,No Balcony,2 Covered Parking,"It's Specious 3.5BHK with 5 AC'S & All modern amenities are there close to market area. More About This Property 4 BHK Flat for sale in Kandivali East, Mumbai - contact now, for details about the most coveted property. This 4 BHK unit is available inRead More"
5 BHK Flat,19.65 Cr,19.65,"Hiranandani Developers Evita, Hiranandani Gardens, Powai, Mumbai",Powai,Powai,5500 sq.ft,5500,₹35.73 K/sq.ft,35730.0,20 Year Old,20,Middleof 25 floors,,Hiranandani Developers Evita,19.6 LacsAccess Zero Brokerage Properties,3800 sq.ft,5,4,2,3 Covered Parking,"Best 5 BHK Flat for modern-day lifestyle is now available for sale. Grab this 5 BHK property for sale in one of Mumbai's top location, Powai. It is situated on floor 10. The total number of floors in this Flat is 25. The property price of this unit iRead More"
4 BHK Flat,26.0 Cr,26.0,"Sea Kunal Waterfront Tower, Navy Nagar, Colaba, Mumbai",Colaba,Colaba,3990 sq.ft,3990,₹65.16 K/sq.ft,65160.0,15 Year Old,15,Middleof 21 floors,Semi Furnished,Sea Kunal Waterfront Tower,26.0 LacsAccess Zero Brokerage Properties,2997 sq.ft,4,4,1,1 Covered Parking,"Sea kunal waterfront tower is a premium waterfront property located in mumbai south, mumbai. It is an excellent investment choice due to its excellent location, close proximity to gateway of india, easy connectivity to hanging gardens, well connectedRead More"
4 BHK Flat,20.0 Cr,20.0,"MHADA Colony, Juhu, Mumbai",Juhu,Santacruz West,3800 sq.ft,3800,₹52.63 K/sq.ft,52630.0,8 Year Old,8,Higherof 15 floors,,20.0 LacsAccess Zero Brokerage Properties,20.0 Cr,4,4,1,16 days ago,3 Covered and 1 Open Parking,"Best 4 BHK Flat for modern-day lifestyle is now available for sale. Grab this 4 BHK property for sale in one of Mumbai's top location, Juhu. It is situated on floor 13. The total number of floors in this Flat is 15. The property price of this unit isRead More"
4 BHK Flat,10.0 Cr,10.0,"Airport Area, Juhu, Mumbai",Juhu,Santacruz West,2200 sq.ft,2200,₹45.45 K/sq.ft,45450.0,20 Year Old,20,Higherof 7 floors,Fully Furnished,,10.0 LacsAccess Zero Brokerage Properties,10.0 Cr,4,4,No Balcony,2 Covered Parking,"Property for sale in Airport Area, Mumbai. This 4 BHK Flat is located in Mumbai's most promising location. It is on floor 5. The total number of floors in this building is 7. This Flat's price is Rs 10.0 Cr. Homebuyers will also need to pay Rs 26400 Read More"
6 BHK Flat,14.0 Cr,14.0,"Ekta Imperial Residency, Gulmohar Colony, Juhu, Mumbai",Juhu,Santacruz West,2100 sq.ft,2100,₹66.67 K/sq.ft,66670.0,20 Year Old,20,Higherof 13 floors,Semi Furnished,Ekta Imperial Residency,14.0 LacsAccess Zero Brokerage Properties,2000 sq.ft,6,6,2,4 Covered Parking,"Actual pics of higher floor  6 bhk 1810 Sqft carpet flat in ekta imperial residency near 10th Gulmohar Cross Rd, JVPD Scheme,  juhu avavbile with 4 parking or 1store room & 2 balcony 

Exceptional 6-bedroom Jodi flats in Juhu, boasting a bright and aRead More"
4 BHK Flat,4.95 Cr,4.95,"Adani Western Heights Phase 1 Residential, Bhudargarh Colony, Andheri West, Mumbai",Andheri West,Andheri West,1800 sq.ft,1800,₹27.50 K/sq.ft,27500.0,4 Year Old,4,Lowerof 29 floors,Unfurnished,Adani Western Heights Phase 1 Residential,5.0 LacsAccess Zero Brokerage Properties,1205 sq.ft,4,3,2,2 Covered Parking,"4 BHK Flat for sale in Andheri West, Mumbai with modern-day amenities. The Flat is in Andheri West which is a promising investment destination in Mumbai. This might be your chance to grab the best 4 BHK property for sale in Andheri West. The propertyRead More"
5 BHK Flat,36.0 Cr,36.0,"The world tower, Railway Colony, Lower Parel, Mumbai",Lower Parel,Lower Parel,6700 sq.ft,6700,₹53.73 K/sq.ft,53730.0,5 Year Old,5,Higherof 85 floors,Semi Furnished,The world tower,30.0 Lacs(Negotiable)Access Zero Brokerage Properties,5400 sq.ft,5,5,5,3 Covered Parking,"At Lodha, our passion is to create landmarks that meet global standards, epitomise the values of our family, and are built on a legacy of trust spanning four decades. We are guided by our vision of ‘Building a Better Life’. Lodha enables and transforRead More"
4 BHK Flat,5.4 Cr,5.4,"Adani Western Heights, Bhudargarh Colony, Andheri West, Mumbai",Andheri West,Andheri West,1850 sq.ft,1850,₹29.19 K/sq.ft,29190.0,5 Year Old,5,Middleof 28 floors,Unfurnished,Adani Western Heights,5.4 LacsAccess Zero Brokerage Properties,4,3,3,22 days ago,2 Covered Parking,"Best 4 BHK Flat for modern-day lifestyle is now available for sale. Grab this 4 BHK property for sale in one of Mumbai's top location, Andheri West. It is situated on floor 16. The total number of floors in this Flat is 28. The property price of thisRead More"
5 BHK Flat,16.5 Cr,16.5,"Hiranandani Richmond, Hiranandani Gardens, Powai, Mumbai",Powai,Powai,4250 sq.ft,4250,₹38.82 K/sq.ft,38820.0,5 Year Old,5,Middleof 20 floors,Unfurnished,Hiranandani Richmond,16.5 LacsAccess Zero Brokerage Properties,3060 sq.ft,5,5,2,4 Covered Parking,"Exclusive 5bhk deck Apartment is available for Sale. This Property   located at Hiranandani Gardens, Powai with a perfect environment to Live, Work, Play and Socialize. You will get grand balcony with Master Bedroom and Living Room. Also their are 4 Read More"
4 BHK Flat,8.5 Cr,8.5,"K Raheja Classique, Highland Park, Andheri West, Mumbai",Andheri West,Andheri West,2400 sq.ft,2400,₹35.42 K/sq.ft,35420.0,15 Year Old,15,Middleof 28 floors,Semi Furnished,K Raheja Classique,8.5 LacsAccess Zero Brokerage Properties,1800 sq.ft,4,4,3,2 Covered and 1 Open Parking,One of the finest property in Andheri West is now available for sale. This is a 4 BHK Flat. Make it yours now. It is on floor 15. It is a 28 storeyed building. The price of this Flat is Rs 8.5 Cr. Other charges when you move into this property includRead More
6 BHK Flat,30.0 Cr,30.0,"DSK cuffe parade, Cuffe Parade, Mumbai",Cuffe Parade,Cuffe Parade,5400 sq.ft,5400,₹55.55 K/sq.ft,55550.0,20 Year Old,20,Higherof 31 floors,Semi Furnished,30.0 LacsAccess Zero Brokerage Properties,30.0 Cr,6,7,2,More than a month ago,5 Covered Parking,This is a high profile building situated in cuffe parade. The apartment is a penthouse consist of 6 bhk with servant room and bathroom. The apartment is in five star condition. The apartment is have full sea view. The society have all amenities and sRead More
4 BHK Flat,9.0 Cr,9.0,"Western Court, Parsi Colony, Dadar East, Mumbai",Dadar East,Dadar East,2300 sq.ft,2300,₹39.13 K/sq.ft,39130.0,7 Year Old,7,Lowerof 18 floors,,,Western Court,9.0 LacsAccess Zero Brokerage Properties,4,4,No Balcony,3 Covered Parking,"Property for sale in Dadar East, Mumbai. This 4 BHK Flat is located in Mumbai's most promising location. It is on floor 6. The total number of floors in this building is 18. This Flat's price is Rs 9.0 Cr. The built-up area is 2300 square_feet. The pRead More"
4 BHK Flat,10.5 Cr,10.5,"Ajmera Zeon, Bhakti Park, Wadala East, Mumbai",Wadala East,Wadala East,2600 sq.ft,2600,₹40.38 K/sq.ft,40380.0,6 Year Old,6,Higherof 34 floors,,Ajmera Zeon,10.5 LacsAccess Zero Brokerage Properties,4,5,3,12 days ago,2 Covered Parking,"4 BHK Flat for sale in Wadala East, Mumbai - contact now, for details about the most coveted property. This 4 BHK unit is available in Wadala East and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Wadala Read More"
4 BHK Flat,10.5 Cr,10.5,"Bandra West, Mumbai",Bandra West,Bandra West,2500 sq.ft,2500,₹42 K/sq.ft,42000.0,5 Year Old,5,Lowerof 10 floors,Semi Furnished,10.5 LacsAccess Zero Brokerage Properties,10.5 Cr,4,4,1,More than a month ago,2 Covered Parking,A very lavish and spacious 4bhk for sale in a very peaceful location of Bandra with all modern amenities for all age of people with easy accessibility to schools hospitals restaurants and highway constructed by a reputed developer viewing possible wiRead More
4 BHK Flat,2.8 Cr,2.8,"usha nagar, Usha Nagar, Bhandup West, Mumbai",Bhandup West,Bhandup West,2300 sq.ft,2300,₹12.17 K/sq.ft,12170.0,24 Year Old,24,Middleof 11 floors,Fully Furnished,usha nagar,2.8 LacsAccess Zero Brokerage Properties,1419 sq.ft,4,4,3,3 Covered and 1 Open Parking,"Looking for a 4 BHK Flat for sale in Mumbai? Your search ends here. Buy this 4 BHK property in Mumbai's finest location, Bhandup West. It is on floor 6 out of 11 floors. This Flat is available at a reasonable price of Rs 2.8 Cr. Maintenance charges iRead More"
4 BHK Flat,6.0 Cr,6.0,"Thakur Vishnu Shivam Tower, Thakur Village, Kandivali East, Mumbai",Kandivali East,Kandivali East,2500 sq.ft,2500,₹24 K/sq.ft,24000.0,10 Year Old,10,Middleof 29 floors,Fully Furnished,Thakur Vishnu Shivam Tower,6.0 LacsAccess Zero Brokerage Properties,1600 sq.ft,4,4,5,2 Covered Parking,"I want to sell 2bhk+ 2bhk jodi flat in vishnu shivam tower 
fully furnished flat 
area 1600sqft carpet
all amenities available More About This Property 4 BHK Flat for sale in Kandivali East, Mumbai with modern-day amenities. The Flat is in Kandivali Read More"
4 BHK Flat,9.25 Cr,9.25,"Shastri Nagar, Andheri West, Mumbai",Andheri West,Andheri West,3400 sq.ft,3400,₹27.20 K/sq.ft,27200.0,10 Year Old,10,Higherof 14 floors,Fully Furnished,Poorna Apartments,9.3 LacsAccess Zero Brokerage Properties,2200 sq.ft,4,5,3,2 Covered Parking,"Check out this 4 BHK Flat for sale in Andheri West, Mumbai. This 4 BHK Flat is perfect for a modern-day lifestyle. Andheri West is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Flat for sale now. It is Read More"
4 BHK Flat,4.52 Cr,4.52,"best project, Subhash Nagar, Chembur, Mumbai",Chembur,Chembur,1650 sq.ft,1650,₹27.39 K/sq.ft,27390.0,5 Year Old,5,Middleof 18 floors,Unfurnished,4.5 LacsAccess Zero Brokerage Properties,4.52 Cr,4,4,2,28 days ago,2 Covered Parking,"Available brand new 4bhk flat for sell at chembur N G Acharya marg near by N G Acharya collage walkable distance from chembur station in a very prime and posh location of chembur, with all Morden amenities.  More About This Property 4 BHK Flat for saRead More"
4 BHK Flat,8.0 Cr,8.0,"DB Woods, Gokuldham, Goregaon East, Mumbai",Goregaon East,Goregaon East,2300 sq.ft,2300,₹34.78 K/sq.ft,34780.0,12 Year Old,12,Lowerof 45 floors,Fully Furnished,DB Woods,8.0 LacsAccess Zero Brokerage Properties,1800 sq.ft,4,4,1,4 Covered Parking,"Best 4 BHK Flat for modern-day lifestyle is now available for sale. Grab this 4 BHK property for sale in one of Mumbai's top location, Goregaon East. It is situated on floor 2. The total number of floors in this Flat is 45. The property price of thisRead More"
4 BHK Flat,3.2 Cr,3.2,"angle tower, I C Colony, Borivali West, Mumbai",Borivali West,Borivali West,1650 sq.ft,1650,₹19.39 K/sq.ft,19390.0,1 Years Old,1,Higherof 10 floors,Semi Furnished,,No ChargeAccess Zero Brokerage Properties,3.2 Cr,4,4,No Balcony,1 Covered and 1 Open Parking,"its in a 1 year old tower with 2 lifts loan possibl from all the banks. More About This Property Best 4 BHK Flat for modern-day lifestyle is now available for sale. Grab this 4 BHK property for sale in one of Mumbai's top location, Borivali West. It Read More"
4 BHK Flat,12.0 Cr,12.0,"Hiranandani Gardens Odyssey II, Hiranandani Gardens, Powai, Mumbai",Powai,Powai,2790 sq.ft,2790,₹43.01 K/sq.ft,43010.0,unknown,unknown,,,Hiranandani Gardens Odyssey II,12.0 LacsAccess Zero Brokerage Properties,2000 sq.ft,4,4,-,-,One of the finest property in Powai is now available for sale. This is a 4 BHK Flat. Make it yours now. It is on floor 18. The building name is Odyssey 2. It is a 29 storeyed building. The price of this Flat is Rs 12.0 Cr. This Flat is spacious with Read More
4 BHK Flat,7.0 Cr,7.0,"Sheth Auris Serenity Tower 2, Kanchpada, Malad West, Mumbai",Malad West,Malad West,2500 sq.ft,2500,₹28 K/sq.ft,28000.0,2 Year Old,2,Higherof 55 floors,Semi Furnished,Sheth Auris Serenity Tower 2,7.0 LacsAccess Zero Brokerage Properties,1648 sq.ft,4,4,2,3 Covered Parking,4 BHK 5 Star Apartment with all super luxrious apartment with all modern amenities  More About This Property One of the finest property in Malad West is now available for sale. This is a 4 BHK Flat. Make it yours now. It is on floor 46. It is a 55 stRead More
4 BHK Flat,11.0 Cr,11.0,"Ekta Panorama, Union Park, Chembur, Mumbai",Chembur,Chembur,2856 sq.ft,2856,₹38.52 K/sq.ft,38520.0,5 Year Old,5,Higherof 18 floors,Unfurnished,Ekta Panorama,11.0 LacsAccess Zero Brokerage Properties,2232 sq.ft,4,4,3,2 Covered Parking,"4 Bhk large and spacious flat for sale in Ekta panorama.
The flat has a huge living room with a big deck.
The flat has 4 big bedrooms with attached washrooms.
The flat has a big kitchen area.
The flat is in bare shell condition.
There are 2 flats perRead More"
4 BHK Flat,4.5 Cr,4.5,"Kalpataru Karma kshetra, Sion East, Wadala, Mumbai",Wadala,Wadala,1600 sq.ft,1600,₹28.13 K/sq.ft,28130.0,15 Year Old,15,Middleof 15 floors,,Kalpataru Karma kshetra,No ChargeAccess Zero Brokerage Properties,1600 sq.ft,4,4,No Balcony,1 Covered and 1 Open Parking,"4 BHK Flat for sale in Antop Hill, Mumbai with modern-day amenities. The Flat is in Antop Hill which is a promising investment destination in Mumbai. This might be your chance to grab the best 4 BHK property for sale in Antop Hill. The property is onRead More"
4 BHK Flat,5.5 Cr,5.5,"Rajyog Odina, Lal Dongar, Chembur, Mumbai",Chembur,Chembur,2000 sq.ft,2000,₹27.50 K/sq.ft,27500.0,5 Year Old,5,Higherof 18 floors,Fully Furnished,Rajyog Odina,5.5 LacsAccess Zero Brokerage Properties,1520 sq.ft,4,4,5,1 Covered and 1 Open Parking,"Looking for a 4 BHK Flat for sale in Mumbai? Your search ends here. Buy this 4 BHK property in Mumbai's finest location, Chembur. It is on floor 14 out of 18 floors. This Flat is available at a reasonable price of Rs 5.5 Cr. The built up area of thisRead More"
4 BHK Flat,5.45 Cr,5.45,"L And T Emerald Isle, Chandivali, Powai, Mumbai",Powai,Powai,1713 sq.ft,1713,₹31.82 K/sq.ft,31820.0,1 Years Old,1,Lowerof 24 floors,Unfurnished,L And T Emerald Isle,No ChargeAccess Zero Brokerage Properties,1613 sq.ft,4,3,No Balcony,1 Covered Parking,"Enjoy a host of facilities at Emerald Isle Phase II which includes Gymnasium, RO Water System, Power Backup. Children have access to Children's Play Area, nearby apart from Swimming Pool, Sports Area. Ample provision for sports avenues such as TennisRead More"
4 BHK Flat,3.25 Cr,3.25,"Raja Saptaratna Towers, Sunder Nagar, Malad West, Mumbai",Malad West,Malad West,1450 sq.ft,1450,₹22.41 K/sq.ft,22410.0,15 Year Old,15,Higherof 16 floors,Unfurnished,Raja Saptaratna Towers,3.3 LacsAccess Zero Brokerage Properties,1200 sq.ft,4,3,1,2 Covered Parking,"With beautiful and artistic structure Saptaratna Towers, Malad West Mumbai is a uniquely designed residential project that aims at matching your expectations and need of residential apartment at an affordable price range. If you are in search of contRead More"
4 BHK Flat,8.0 Cr,8.0,"Godrej Platinum, Pirojshanagar, Vikhroli East, Mumbai",Vikhroli East,Vikhroli East,1550 sq.ft,1550,₹51.61 K/sq.ft,51610.0,4 Year Old,4,Lowerof 28 floors,Semi Furnished,Godrej Platinum,8.0 LacsAccess Zero Brokerage Properties,4,4,2,More than a month ago,2 Covered Parking,"Step into a world of luxury and opulence with this exquisite penthouse property in the heart of Vikhroli East, Mumbai.
*Luxurious 4BHK Duplex at Godrej Platinum*
Spacious 1762 carpet area
2 exclusive stilt parking spaces A/C in all rooms for comfort
Read More"
4 BHK Flat,6.5 Cr,6.5,"Raheja Ridgewood, NESCO, Goregaon East, Mumbai",Goregaon East,Goregaon East,2540 sq.ft,2540,₹25.59 K/sq.ft,25590.0,5 Year Old,5,Middleof 22 floors,Fully Furnished,Raheja Ridgewood,6.5 Lacs(Negotiable)Access Zero Brokerage Properties,1440 sq.ft,4,5,2,4 Covered Parking,"Situated in Goregaon east, Western mumbai, Raheja Ridgewood is a well planned society that offers a pleasant living experience to its residents. This 4 BHK flat in Western Mumbai is your opportunity to be a part of this community. Constructed on a SuRead More"
4 BHK Flat,16.0 Cr,16.0,"Oberoi Sky Garden Lokhandawala back road Andheri west, Lokhandwala Complex, Andheri West, Mumbai",Andheri West,Andheri West,3500 sq.ft,3500,₹45.71 K/sq.ft,45710.0,16 Year Old,16,Higherof 35 floors,Fully Furnished,16.0 LacsAccess Zero Brokerage Properties,16.0 Cr,4,4,4,8 days ago,2 Covered Parking,4bhk exclusive fully furnished flat available for sale in Lokhandawala back road on very higher flr. View is extremely classic & flat space is very big with personal lift.  More About This Property Best 4 BHK Flat for modern-day lifestyle is now avaiRead More
4 BHK Flat,4.52 Cr,4.52,"Dimension Trishabh Signet, Chembur Gaothan, Chembur, Mumbai",Chembur,Chembur,1800 sq.ft,1800,₹25.11 K/sq.ft,25110.0,2 Year Old,2,Higherof 12 floors,Unfurnished,,Dimension Trishabh Signet,4.5 LacsAccess Zero Brokerage Properties,4,4,No Balcony,2 Covered and 1 Open Parking,"4 BHK Flat for sale in Mumbai. This property is in Chembur, which is a coveted investment location. This tastefully designed 4 BHK unit is among Mumbai's best properties. Contact now for more details. This property in Mumbai is on floor 9. The total Read More"
5 BHK Flat,6.25 Cr,6.25,"Goregaon West, Mumbai",Goregaon West,Goregaon West,2100 sq.ft,2100,₹29.76 K/sq.ft,29760.0,8 Year Old,8,Middleof 17 floors,Fully Furnished,Anmol Towers,6.3 LacsAccess Zero Brokerage Properties,1750 sq.ft,5,5,4,1 Covered Parking,THIS IS A ANMOL TOWER LOCATED IN GOREGAON WEST.ITS A 5 BHK FLAT WITH CAR PARKING  THE FLAT IS WELL MAINTAINED WITH FULLY FURNISHED.THE FACING OF THE FLAT IS EAST WEST.AVAILABLE FLAT ON MIDDLE FLOOR OUT OF 17TH STOREY.  THE CARPET AREA OF FLAT IS 1750Read More
